id,label,period,source
5534814,FALSE POSITIVE,4.859386384,kepler
6291653,CONFIRMED,10.526294577,kepler
6392727,CONFIRMED,4.583520948,kepler
6422070,CONFIRMED,3.76181843,kepler
6428700,CONFIRMED,8.20396958,kepler
5794379,CONFIRMED,12.71809866,kepler
5881688,CONFIRMED,4.190425659,kepler
6022556,CONFIRMED,3.709870784,kepler
6032497,CONFIRMED,16.3297527,kepler
6061119,CONFIRMED,27.807566216,kepler
6191521,CONFIRMED,80.8723469,kepler
6267425,FALSE POSITIVE,3.166465862,kepler
3531558,CONFIRMED,24.99324319,kepler
6276477,CONFIRMED,10.35533116,kepler
6863998,CONFIRMED,16.08518937,kepler
6867155,CANDIDATE,235.9986399,kepler
6948054,CONFIRMED,7.49018305,kepler
6435936,CONFIRMED,56.0560754,kepler
6522242,CONFIRMED,41.408316686,kepler
6526710,CANDIDATE,39.74893077,kepler
6587280,CONFIRMED,5.715425977,kepler
9471974,CONFIRMED,49.18394185,kepler
6599919,CANDIDATE,13.61014819,kepler
6675056,FALSE POSITIVE,10.44331991,kepler
6685526,CONFIRMED,2.237489571,kepler
6756669,FALSE POSITIVE,5.851520671,kepler
6784235,CONFIRMED,3.167893418,kepler
6849310,CONFIRMED,4.311780262,kepler
6862328,CANDIDATE,119.0207044,kepler
6862603,FALSE POSITIVE,2.861159894,kepler
7366258,CONFIRMED,26.44439337,kepler
7373451,CONFIRMED,21.02250608,kepler
6949607,CONFIRMED,5.912273234,kepler
7031517,CANDIDATE,12.940668656,kepler
11869052,FALSE POSITIVE,20.5452375,kepler
7109675,CONFIRMED,33.60123371,kepler
7118364,CONFIRMED,4.347288783,kepler
7134976,CONFIRMED,4.601811819,kepler
7135852,CONFIRMED,4.220965778,kepler
7270230,FALSE POSITIVE,6.998099523,kepler
7287995,CONFIRMED,5.95489993,kepler
3247396,FALSE POSITIVE,8.8111022,kepler
7303253,CONFIRMED,23.58917143,kepler
5094751,CONFIRMED,6.481633073,kepler
7678434,CONFIRMED,10.37168928,kepler
7685981,CONFIRMED,4.40841331,kepler
7708215,FALSE POSITIVE,7.9426176,kepler
7377033,FALSE POSITIVE,1.956811408,kepler
7380537,CANDIDATE,2.688899233,kepler
7434875,CONFIRMED,9.439459486,kepler
8349582,CONFIRMED,11.523067458,kepler
7455287,CONFIRMED,8.01078456,kepler
7458762,CONFIRMED,7.41113177,kepler
7552344,FALSE POSITIVE,1.000747038,kepler
757450,CONFIRMED,8.884922995,kepler
7585481,CONFIRMED,8.09888906,kepler
7663691,CONFIRMED,10.00653012,kepler
5812701,CONFIRMED,17.855221681,kepler
8013419,CANDIDATE,12.732624065,kepler
8018547,CANDIDATE,83.92494032,kepler
8039892,CONFIRMED,5.007316661,kepler
8150320,CONFIRMED,2.211116989,kepler
11086270,CONFIRMED,12.69104387,kepler
7767559,FALSE POSITIVE,4.409409243,kepler
7825899,CONFIRMED,16.23947096,kepler
7849854,CONFIRMED,2.052349884,kepler
7870390,CONFIRMED,9.7704486,kepler
7907423,CONFIRMED,7.11373257,kepler
7938496,CONFIRMED,13.81020318,kepler
8490993,CONFIRMED,4.093578461,kepler
8505670,CONFIRMED,10.8484518,kepler
8544996,CONFIRMED,4.082274889,kepler
8552202,CANDIDATE,3.886655224,kepler
8180063,FALSE POSITIVE,5.795063956,kepler
8226994,CONFIRMED,7.15681552,kepler
8247638,CONFIRMED,16.51410989,kepler
8255887,CONFIRMED,4.708326451,kepler
8256049,FALSE POSITIVE,16.37198661,kepler
8414716,CONFIRMED,5.392026903,kepler
9140402,CANDIDATE,2.494170338,kepler
9141746,CONFIRMED,6.491682808,kepler
9159275,FALSE POSITIVE,3.044770796,kepler
9166862,CONFIRMED,3.855603916,kepler
9166870,FALSE POSITIVE,3.855599139,kepler
11449844,CONFIRMED,38.47876629,kepler
8605074,FALSE POSITIVE,37.601661282,kepler
8628973,CONFIRMED,3.314947362,kepler
8655354,FALSE POSITIVE,6.71969089,kepler
8672910,CONFIRMED,39.6431552,kepler
8686150,FALSE POSITIVE,51.42598578,kepler
8689031,CONFIRMED,21.80451611,kepler
8689373,CONFIRMED,10.28194593,kepler
8826878,CONFIRMED,5.15448142,kepler
5897826,FALSE POSITIVE,33.80364366,kepler
8883593,CONFIRMED,5.743469797,kepler
8951215,CANDIDATE,39.4759093,kepler
9016295,FALSE POSITIVE,19.974485239,kepler
9077124,CONFIRMED,3.166353562,kepler
9097120,FALSE POSITIVE,23.899634407,kepler
9466668,CONFIRMED,3.388012244,kepler
9479273,CONFIRMED,6.104849417,kepler
8359498,CONFIRMED,3.578780566,kepler
9171801,FALSE POSITIVE,3.187067566,kepler
9334289,CONFIRMED,5.826657508,kepler
9347899,CONFIRMED,20.86021229,kepler
9388479,CONFIRMED,9.467821474,kepler
11359879,CONFIRMED,4.942783419,kepler
9406990,CONFIRMED,20.83426731,kepler
9415172,CONFIRMED,9.94602357,kepler
9904059,FALSE POSITIVE,102.9641952,kepler
3231341,CONFIRMED,8.14515981,kepler
2860866,CANDIDATE,90.1240507,kepler
7626506,CONFIRMED,28.5742692,kepler
10460629,CANDIDATE,856.672115,kepler
10319385,CANDIDATE,0.689210173,kepler
10482160,CONFIRMED,7.34373964,kepler
10485069,FALSE POSITIVE,0.445277068,kepler
3233043,FALSE POSITIVE,0.379463865,kepler
6579806,FALSE POSITIVE,9.88047978,kepler
3560301,FALSE POSITIVE,4.6484156,kepler
4044005,FALSE POSITIVE,17.512014768,kepler
11502218,CANDIDATE,3.9886021,kepler
11180361,CANDIDATE,0.533059312,kepler
5802246,FALSE POSITIVE,0.525154153,kepler
6066403,FALSE POSITIVE,1.303861044,kepler
6209637,FALSE POSITIVE,0.73452496,kepler
5988031,FALSE POSITIVE,2.55549176,kepler
7684873,FALSE POSITIVE,2.947376671,kepler
8559644,CONFIRMED,224.7789355,kepler
2851100,FALSE POSITIVE,0.890110752,kepler
3130300,FALSE POSITIVE,5.76573396,kepler
3240158,CONFIRMED,7.42608123,kepler
3228959,FALSE POSITIVE,0.73094589,kepler
3218908,CONFIRMED,18.92537246,kepler
10341913,FALSE POSITIVE,0.933749106,kepler
10480921,FALSE POSITIVE,2.037440623,kepler
10287723,CANDIDATE,129995.7784,kepler
10350571,CONFIRMED,31.5925809,kepler
3749365,CONFIRMED,1.97376085,kepler
11013201,CANDIDATE,13.118962443,kepler
11673674,FALSE POSITIVE,4.618767792,kepler
9414417,CANDIDATE,53.5057611,kepler
3632418,CONFIRMED,2.785821236,kepler
3441784,FALSE POSITIVE,52.56901867,kepler
5820218,FALSE POSITIVE,3.411758679,kepler
5876368,FALSE POSITIVE,0.525426427,kepler
5809890,CONFIRMED,1.269091415,kepler
6131236,CONFIRMED,6.79685353,kepler
9048161,FALSE POSITIVE,8.667822346,kepler
3235672,FALSE POSITIVE,6.7210783,kepler
2837111,CONFIRMED,8.7348852,kepler
3120276,FALSE POSITIVE,10.26547688,kepler
2307199,CANDIDATE,13.4471791,kepler
3547091,FALSE POSITIVE,3.305577989,kepler
3869825,FALSE POSITIVE,4.800653901,kepler
3655332,FALSE POSITIVE,15.06649901,kepler
4042026,FALSE POSITIVE,34.82008158,kepler
3344419,FALSE POSITIVE,0.651784374,kepler
11192141,FALSE POSITIVE,1.353771892,kepler
11494130,FALSE POSITIVE,18.95491633,kepler
5648449,FALSE POSITIVE,4.348866254,kepler
12167361,FALSE POSITIVE,47.93094546,kepler
8607720,FALSE POSITIVE,3.99751422,kepler
1433962,FALSE POSITIVE,1.592633181,kepler
9032900,CANDIDATE,67.5923754,kepler
5956342,CONFIRMED,17.02902786,kepler
5956656,CONFIRMED,1.224866441,kepler
3109930,CONFIRMED,37.8102649,kepler
2854914,CONFIRMED,25.93406406,kepler
3337425,FALSE POSITIVE,7.04710032,kepler
3116412,CONFIRMED,12.99204853,kepler
3865567,FALSE POSITIVE,11.11620211,kepler
3544689,FALSE POSITIVE,1.922861499,kepler
4037164,FALSE POSITIVE,0.635445336,kepler
3443790,FALSE POSITIVE,1.665784138,kepler
3966912,FALSE POSITIVE,55.6639167,kepler
8394721,CONFIRMED,52.09081627,kepler
11607193,FALSE POSITIVE,7.1548608,kepler
1161345,CONFIRMED,4.28746668,kepler
10227501,FALSE POSITIVE,2.002779769,kepler
2854698,CONFIRMED,8.18739443,kepler
6032981,FALSE POSITIVE,3.3226948,kepler
5866099,FALSE POSITIVE,36.97708808,kepler
5964985,FALSE POSITIVE,1.851409163,kepler
6066416,FALSE POSITIVE,1.303859704,kepler
1996679,FALSE POSITIVE,145.5624926,kepler
2849805,CONFIRMED,3.749105745,kepler
3114811,CONFIRMED,11.08956602,kepler
2853446,CANDIDATE,7.37290344,kepler
3003992,FALSE POSITIVE,7.24476126,kepler
3942446,CANDIDATE,119.0624882,kepler
3554031,CONFIRMED,8.70798309,kepler
7295235,CONFIRMED,3.179267286,kepler
2302548,CONFIRMED,10.38122447,kepler
10743597,FALSE POSITIVE,81.221876,kepler
9818381,CONFIRMED,3.024092505,kepler
6124941,FALSE POSITIVE,5.670155713,kepler
6060203,CONFIRMED,1.022678654,kepler
5880320,CONFIRMED,12.10968709,kepler
6307537,FALSE POSITIVE,29.74454668,kepler
6359798,FALSE POSITIVE,14.15402428,kepler
6311681,FALSE POSITIVE,0.844786082,kepler
6365321,FALSE POSITIVE,0.848483947,kepler
6301035,FALSE POSITIVE,11.99097576,kepler
3859079,CONFIRMED,53.5292702,kepler
3557493,FALSE POSITIVE,0.393726813,kepler
4061149,CONFIRMED,2.757584622,kepler
3444588,CONFIRMED,0.928310036,kepler
3962243,CONFIRMED,31.8841473,kepler
10015516,FALSE POSITIVE,67.69213907,kepler
10154388,CONFIRMED,12.06222962,kepler
1432789,CONFIRMED,9.93146307,kepler
1718189,CONFIRMED,21.85362905,kepler
5130369,FALSE POSITIVE,19.97867,kepler
6037187,CONFIRMED,41.8059544,kepler
6147122,FALSE POSITIVE,15.45158184,kepler
8257407,FALSE POSITIVE,89.698168533,kepler
8218274,FALSE POSITIVE,1.187352427,kepler
3964562,FALSE POSITIVE,3.012476582,kepler
5735762,CONFIRMED,4.77800306,kepler
6292162,FALSE POSITIVE,7.814839231,kepler
6307521,FALSE POSITIVE,29.7452499,kepler
6359320,CONFIRMED,5.32667299,kepler
3848972,FALSE POSITIVE,0.741057213,kepler
3860441,FALSE POSITIVE,2.988085455,kepler
3765771,FALSE POSITIVE,2.783883492,kepler
3557341,FALSE POSITIVE,0.393727296,kepler
3859628,CONFIRMED,8.17242644,kepler
3644071,CANDIDATE,1295.362215,kepler
1431122,CANDIDATE,4.2989201,kepler
3858949,FALSE POSITIVE,25.9518461,kepler
3858824,FALSE POSITIVE,25.9518536,kepler
2157247,FALSE POSITIVE,5.68628739,kepler
7601633,FALSE POSITIVE,15.663886949,kepler
8242681,FALSE POSITIVE,4.020628573,kepler
8260218,CANDIDATE,5.714817603,kepler
8246781,FALSE POSITIVE,185.02288222,kepler
8264070,FALSE POSITIVE,2.897432135,kepler
8222813,CONFIRMED,8.70420525,kepler
6362874,CONFIRMED,0.974868896,kepler
6272413,CONFIRMED,4.89721006,kepler
8279765,FALSE POSITIVE,2.757794163,kepler
8330548,FALSE POSITIVE,1.914158508,kepler
3348082,FALSE POSITIVE,3.98216698,kepler
3853673,FALSE POSITIVE,0.643794198,kepler
3447722,CONFIRMED,16.08832318,kepler
1432214,FALSE POSITIVE,161.78832712,kepler
2165002,CONFIRMED,16.56806842,kepler
2441728,FALSE POSITIVE,0.856895349,kepler
1871056,CONFIRMED,40.8065333,kepler
12105051,CANDIDATE,2.624234833,kepler
8240904,CONFIRMED,6.61836309,kepler
8374494,FALSE POSITIVE,5.251916208,kepler
8414907,FALSE POSITIVE,100.3039228,kepler
8397446,FALSE POSITIVE,0.986620248,kepler
8386035,FALSE POSITIVE,1.63484631,kepler
3438507,CONFIRMED,8.39842977,kepler
3869014,CONFIRMED,8.63847391,kepler
3756801,CANDIDATE,422.917678,kepler
1865042,CONFIRMED,3.4815917,kepler
2438502,FALSE POSITIVE,8.360616221,kepler
2309585,FALSE POSITIVE,1.838514968,kepler
5780460,CONFIRMED,35.61760233,kepler
8244190,FALSE POSITIVE,1.09206833,kepler
8229696,CONFIRMED,10.12805158,kepler
8262210,FALSE POSITIVE,1.613001111,kepler
10272640,CONFIRMED,3.770551475,kepler
10232123,FALSE POSITIVE,1.343767797,kepler
10223616,FALSE POSITIVE,29.12436474,kepler
8415745,FALSE POSITIVE,31.82814583,kepler
8378634,FALSE POSITIVE,3.629442796,kepler
8397675,FALSE POSITIVE,0.553261874,kepler
8346392,CONFIRMED,5.72812616,kepler
8288947,CONFIRMED,3.75574267,kepler
8312852,FALSE POSITIVE,7.44042933,kepler
9480189,CONFIRMED,6.581477136,kepler
11974540,CONFIRMED,24.669192732,kepler
9512687,CONFIRMED,11.51517167,kepler
8644288,CONFIRMED,7.641567589,kepler
5738346,FALSE POSITIVE,30.6113932,kepler
1725016,CONFIRMED,7.40742502,kepler
1722276,FALSE POSITIVE,569.934135,kepler
892772,FALSE POSITIVE,5.09246539,kepler
1027438,FALSE POSITIVE,110.61576622,kepler
10268907,FALSE POSITIVE,1.103971357,kepler
5446285,CONFIRMED,10.916108342,kepler
10166274,CONFIRMED,3.353732008,kepler
10153827,FALSE POSITIVE,0.293630085,kepler
8302450,FALSE POSITIVE,2.44199803,kepler
8313667,CANDIDATE,30.5872153,kepler
8351704,CONFIRMED,7.09712124,kepler
8299955,FALSE POSITIVE,2.6827683,kepler
9513865,CONFIRMED,3.601465336,kepler
9595686,FALSE POSITIVE,3.108251172,kepler
9605514,CONFIRMED,25.8474958,kepler
9661877,FALSE POSITIVE,20.42720701,kepler
5728283,FALSE POSITIVE,6.198273591,kepler
8127639,FALSE POSITIVE,1.023471798,kepler
6047498,FALSE POSITIVE,0.51872711,kepler
8125580,CONFIRMED,17.31711739,kepler
8158127,CONFIRMED,9.42889884,kepler
10158990,FALSE POSITIVE,1.096583368,kepler
10149023,CANDIDATE,9.95639775,kepler
10141900,CONFIRMED,6.50327035,kepler
8410727,CONFIRMED,11.47609015,kepler
8349405,FALSE POSITIVE,7.1688266,kepler
8278371,CONFIRMED,0.677374687,kepler
8280511,CONFIRMED,10.43547031,kepler
9710326,CONFIRMED,28.59914031,kepler
9761882,CONFIRMED,24.58716355,kepler
5297298,FALSE POSITIVE,34.193600311,kepler
9766437,CONFIRMED,12.53248222,kepler
9772531,CANDIDATE,31.201692472,kepler
9775938,CONFIRMED,13.19720694,kepler
8176653,FALSE POSITIVE,2.866680334,kepler
8174625,CONFIRMED,17.44486016,kepler
8183911,FALSE POSITIVE,8.30697421,kepler
8179973,FALSE POSITIVE,2.49705175,kepler
10157458,CONFIRMED,7.33685101,kepler
4649305,FALSE POSITIVE,22.65117451,kepler
10148521,FALSE POSITIVE,1.204274435,kepler
10118816,CONFIRMED,7.71790675,kepler
10122255,CONFIRMED,27.6652847,kepler
3124412,FALSE POSITIVE,0.948950734,kepler
3835670,CONFIRMED,14.55730897,kepler
10287248,FALSE POSITIVE,4.722254104,kepler
10351767,FALSE POSITIVE,0.635069939,kepler
10295951,CANDIDATE,6.810823723,kepler
10342041,FALSE POSITIVE,0.933746515,kepler
10514770,FALSE POSITIVE,1.872421727,kepler
9787239,CONFIRMED,5.90127815,kepler
2309719,FALSE POSITIVE,54.35635067,kepler
2558363,FALSE POSITIVE,0.54624855,kepler
2716853,CONFIRMED,18.82744023,kepler
2445154,FALSE POSITIVE,8.4120069,kepler
2715135,CONFIRMED,5.747711909,kepler
3113266,FALSE POSITIVE,0.995861402,kepler
3247268,CONFIRMED,86.67856052,kepler
3232859,FALSE POSITIVE,8.387210055,kepler
3098184,FALSE POSITIVE,15.2384539,kepler
2720309,FALSE POSITIVE,0.413334492,kepler
10342065,FALSE POSITIVE,0.93374614,kepler
10352945,FALSE POSITIVE,6.47179275,kepler
10354039,CONFIRMED,64.617518,kepler
10330115,CONFIRMED,13.21409607,kepler
10426656,CONFIRMED,6.05729966,kepler
9820483,CONFIRMED,3.584101048,kepler
9941662,CONFIRMED,1.763587535,kepler
7778437,CONFIRMED,5.014234733,kepler
9823457,CONFIRMED,8.11528727,kepler
2574201,FALSE POSITIVE,37.4783492,kepler
2166206,FALSE POSITIVE,8.09695764,kepler
2164169,CONFIRMED,32.3122867,kepler
2574338,CONFIRMED,9.22961384,kepler
2584163,CONFIRMED,14.5598556,kepler
4180280,CONFIRMED,4.176254191,kepler
3239636,FALSE POSITIVE,0.528755447,kepler
2721030,CONFIRMED,6.10027621,kepler
3329204,CANDIDATE,51.59809554,kepler
3230491,CANDIDATE,1500.0,kepler
3340070,FALSE POSITIVE,10.9110487,kepler
10528068,CONFIRMED,158.6850022,kepler
10468940,CONFIRMED,2.936527336,kepler
9825625,CONFIRMED,7.03902016,kepler
9875711,CONFIRMED,8.360870704,kepler
7661409,FALSE POSITIVE,3.14051153,kepler
1026957,CONFIRMED,21.76129812,kepler
10002261,FALSE POSITIVE,12.713794177,kepler
8176650,FALSE POSITIVE,15.801100028,kepler
2162635,CANDIDATE,1500.1406772,kepler
5899544,FALSE POSITIVE,1.739428983,kepler
5963222,FALSE POSITIVE,1.217266418,kepler
5982353,FALSE POSITIVE,19.563092517,kepler
6205468,FALSE POSITIVE,3.7228551,kepler
8506766,FALSE POSITIVE,48.93786896,kepler
3240706,FALSE POSITIVE,5.48990788,kepler
2853093,CONFIRMED,161.5278347,kepler
3228824,FALSE POSITIVE,0.73093905,kepler
3245969,CONFIRMED,11.39102358,kepler
10341831,FALSE POSITIVE,0.933749941,kepler
10337517,CONFIRMED,7.053934488,kepler
10351231,CONFIRMED,7.6746614,kepler
10485179,FALSE POSITIVE,0.445275074,kepler
8561063,CONFIRMED,1.213770423,kepler
8892910,FALSE POSITIVE,10.810132734,kepler
10657664,FALSE POSITIVE,3.273699006,kepler
3337351,FALSE POSITIVE,7.047103499,kepler
6153201,FALSE POSITIVE,0.530300102,kepler
5802486,FALSE POSITIVE,1.073917869,kepler
5817553,FALSE POSITIVE,4.206096814,kepler
5982368,FALSE POSITIVE,19.56313723,kepler
5816811,FALSE POSITIVE,2.227718792,kepler
5816165,FALSE POSITIVE,0.591914504,kepler
7102227,CONFIRMED,36.7704935,kepler
6960913,CONFIRMED,59.8780258,kepler
6837146,CANDIDATE,20.51360192,kepler
11122894,CONFIRMED,74.92768653,kepler
11129738,CONFIRMED,2.613020421,kepler
11401182,CONFIRMED,0.927859786,kepler
11030711,CONFIRMED,205.912735,kepler
11512246,CONFIRMED,7.10695741,kepler
6607286,CANDIDATE,0.783276173,kepler
6690082,CONFIRMED,2.1395563,kepler
6448890,CONFIRMED,21.4054422,kepler
10730034,CONFIRMED,2.633852528,kepler
10858691,CONFIRMED,1.796320953,kepler
8107380,CONFIRMED,14.00640392,kepler
6936909,CONFIRMED,3.546531809,kepler
6962977,CONFIRMED,20.8341497,kepler
11176127,CONFIRMED,10.47548084,kepler
11075279,CANDIDATE,345.1589354,kepler
11014932,CONFIRMED,6.88595222,kepler
6607447,CANDIDATE,99.6442783,kepler
6677256,FALSE POSITIVE,3.125814002,kepler
8030148,CONFIRMED,5.660669429,kepler
6692833,FALSE POSITIVE,10.80487163,kepler
6693640,CONFIRMED,13.71938426,kepler
10973814,CONFIRMED,44.8520997,kepler
6541920,CONFIRMED,118.3786735,kepler
10586208,CONFIRMED,23.58444746,kepler
7174351,FALSE POSITIVE,1.487084251,kepler
6932987,CONFIRMED,19.25404023,kepler
11288505,CONFIRMED,19.80787763,kepler
11493431,CONFIRMED,2.343230566,kepler
6441738,CANDIDATE,19.03723442,kepler
8801343,FALSE POSITIVE,2.73987398,kepler
8488878,FALSE POSITIVE,5.801880653,kepler
8560285,FALSE POSITIVE,85.34092607,kepler
8620565,FALSE POSITIVE,0.782045734,kepler
8616873,CANDIDATE,0.576078683,kepler
10854768,CONFIRMED,10.1171684,kepler
10964440,CONFIRMED,19.12947603,kepler
10713616,CONFIRMED,83.5781976,kepler
10963242,CONFIRMED,6.1469956,kepler
10785538,FALSE POSITIVE,0.522457732,kepler
8191672,CONFIRMED,3.548465446,kepler
6851425,CONFIRMED,11.1199028,kepler
6934291,CONFIRMED,0.567856484,kepler
7357531,FALSE POSITIVE,251.0597249,kepler
6185711,FALSE POSITIVE,11.70219638,kepler
11037335,CONFIRMED,40.7150498,kepler
11389771,CONFIRMED,2.508553286,kepler
8737796,FALSE POSITIVE,0.885747456,kepler
8462258,FALSE POSITIVE,3.611541977,kepler
10925104,CONFIRMED,8.041347775,kepler
8454250,FALSE POSITIVE,5.082722475,kepler
8494263,CANDIDATE,78.9257421,kepler
8848271,FALSE POSITIVE,9.991625291,kepler
10585852,CONFIRMED,8.57504983,kepler
10928043,CANDIDATE,6.84639884,kepler
10794087,CONFIRMED,7.64970832,kepler
4275739,FALSE POSITIVE,2.171827838,kepler
7287415,CONFIRMED,3.016182013,kepler
6924203,CONFIRMED,6.8833761,kepler
6878167,FALSE POSITIVE,0.833980196,kepler
6880531,FALSE POSITIVE,69.62754202,kepler
6863839,FALSE POSITIVE,1.926353494,kepler
7296086,FALSE POSITIVE,0.890737359,kepler
11599038,CONFIRMED,7.01733571,kepler
11193263,CONFIRMED,6.91134223,kepler
11027624,CONFIRMED,394.6249514,kepler
11032227,CONFIRMED,7.19304935,kepler
8751933,CONFIRMED,86.64764448,kepler
8630788,CONFIRMED,36.33750453,kepler
8823426,FALSE POSITIVE,1.506507172,kepler
4070376,FALSE POSITIVE,1.634614356,kepler
4078157,FALSE POSITIVE,16.025018977,kepler
4164994,CONFIRMED,10.50682978,kepler
4480676,FALSE POSITIVE,0.711966971,kepler
4079535,FALSE POSITIVE,17.72724392,kepler
6766634,CONFIRMED,321.2124365,kepler
6774826,FALSE POSITIVE,7.13895376,kepler
5652237,FALSE POSITIVE,4.4645454,kepler
7211469,CONFIRMED,11.29689442,kepler
7375795,FALSE POSITIVE,19.30112039,kepler
7255336,FALSE POSITIVE,1.20320092,kepler
7831264,CONFIRMED,5.968724048,kepler
7802136,FALSE POSITIVE,10.980246199,kepler
7532973,CONFIRMED,2.144632238,kepler
9632895,FALSE POSITIVE,27.32204488,kepler
7449844,FALSE POSITIVE,1.152216965,kepler
8766222,FALSE POSITIVE,5.2972293,kepler
8678594,CONFIRMED,133.460999,kepler
8703884,FALSE POSITIVE,14.17098745,kepler
8560840,FALSE POSITIVE,31.9734169,kepler
4076098,CONFIRMED,3.990105908,kepler
4551328,FALSE POSITIVE,0.52205862,kepler
4282872,CONFIRMED,10.035381809,kepler
4639868,FALSE POSITIVE,53.100942624,kepler
10555375,FALSE POSITIVE,5.80181368,kepler
4372768,FALSE POSITIVE,15.6402515,kepler
7211221,CONFIRMED,5.62154315,kepler
